teamId,teamName,submissionDate,score
5284268,Praveen Kaushik,2025-02-24 18:24:49,1.00000
13272393,Weidong Mi,2025-01-29 12:12:51,1.00000
13272546,Rohan phegade,2025-01-29 13:05:06,1.00000
13273296,Om Gupta,2025-01-29 17:35:57,1.00000
13273527,Serhii Yanovskii1,2025-01-29 19:50:32,1.00000
13221834,Raghav Manchanda,2025-01-29 20:01:54,1.00000
13266017,[Deleted] 4fd7c3d6-bc7d-48b3-af42-74f3b7089f40,2025-01-31 10:23:08,1.00000
13281342,Nathan Kindo,2025-02-01 02:18:41,1.00000
13284769,Raluca Sandu Prisacaru,2025-02-01 21:26:48,1.00000
13269276,Oğuzhan Erbil,2025-02-04 08:16:41,1.00000
13296257,Amr El3RAB,2025-02-04 20:00:10,1.00000
13296523,Hugo Barthélemy,2025-02-04 21:20:50,1.00000
13297601,Charlie #15,2025-02-05 03:35:56,1.00000
13140740,Sanjid Hasan,2025-02-05 19:10:04,1.00000
13301625,ruo-ning wu,2025-02-06 00:13:47,1.00000
13302288,Li Jiang #3,2025-02-06 05:06:17,1.00000
13306156,Chun-Yueh Lin,2025-02-06 22:11:01,1.00000
13309688,Zhaoyi Zhuang,2025-02-07 15:36:31,1.00000
13309992,Chengwei Chen,2025-02-07 17:03:22,1.00000
13310744,Jordan Schwertner,2025-02-07 21:45:35,1.00000
13314081,TTT #2,2025-02-08 16:05:33,1.00000
13315173,Yue Ying,2025-02-09 00:59:48,1.00000
13315216,Xuxin Wu,2025-02-09 01:32:26,1.00000
13318354,Yu Fan,2025-02-10 00:42:07,1.00000
3853565,Gloria Shen,2025-02-10 03:12:41,1.00000
13318894,Pavan Kothawade,2025-02-10 04:35:16,1.00000
13319835,Xi Zhang #3,2025-02-10 08:57:48,1.00000
13321259,Fuyao Wang,2025-02-10 14:56:58,1.00000
13321312,Krishna Sumanth Chanda,2025-02-10 15:08:43,1.00000
13321739,MINNI BIN,2025-02-10 16:53:15,1.00000
13321758,Sandeep Kunwar #2,2025-02-10 17:14:47,1.00000
13321864,nicknicknigel,2025-02-10 17:35:36,1.00000
13321912,SauravKum,2025-02-10 17:40:59,1.00000
13321944,Martin Highland,2025-02-10 17:48:10,1.00000
13321956,Asher Lockhead,2025-02-10 17:50:46,1.00000
13321997,Serene Saha,2025-02-10 18:04:57,1.00000
13322022,Xiaoxi Qi,2025-02-10 18:08:37,1.00000
13322024,Alka Tiwary,2025-02-10 18:08:46,1.00000
13322106,Yikang Chenxiong,2025-02-10 18:34:13,1.00000
13322276,Shiyi Chen,2025-02-10 19:18:37,1.00000
13322378,Johnson Liang Tan,2025-02-10 19:52:02,1.00000
13322538,Yiming Yu1127,2025-02-10 20:40:44,1.00000
13322574,ZongyiZhang0125,2025-02-10 20:51:52,1.00000
13322649,Nissar Kotadia,2025-02-10 21:19:25,1.00000
13322730,TianYu_Wong_2025,2025-02-10 21:53:26,1.00000
13322747,Caroline Francoo,2025-02-15 15:48:20,1.00000
13322695,Weiyi Huang,2025-02-10 22:02:25,1.00000
13323009,HENGYI YU,2025-02-10 23:53:27,1.00000
13323190,Hissamuddin Shaikh,2025-02-11 01:14:28,1.00000
13323210,Kelu Yin,2025-02-11 01:18:28,1.00000
13323359,BinKen Pang,2025-02-11 02:12:48,1.00000
13323422,Ziang Wang,2025-02-11 02:40:29,1.00000
13323551,Julia Li #2,2025-02-11 03:34:02,1.00000
13323705,Kalyan Kuruva,2025-02-11 04:22:02,1.00000
13323790,Kaiwei Luo,2025-02-11 04:51:23,1.00000
13323793,CheAnC,2025-02-11 04:52:36,1.00000
13323927,Zhiyue Yang111,2025-02-11 05:41:26,1.00000
13323985,Sameena Bade,2025-02-11 05:55:47,1.00000
13324166,Yuxing Chen #2,2025-02-11 06:44:19,1.00000
13324242,Y__Y,2025-02-11 07:03:05,1.00000
13324270,Tom123,2025-02-11 07:09:59,1.00000
13324511,Ruoxi Zhang28955696,2025-02-11 08:10:47,1.00000
13324849,Akhila Dubbaka,2025-02-11 09:33:31,1.00000
13325533,Wang Chun07,2025-02-24 02:00:05,1.00000
13327463,pengfei shao,2025-02-11 20:06:31,1.00000
13327855,Luca Scheibler,2025-02-11 22:41:13,1.00000
13328148,Hajera Begum,2025-02-12 00:49:06,1.00000
13328257,Waseema Begum,2025-02-12 01:34:22,1.00000
13328301,PrashidhaKarki,2025-02-12 01:58:45,1.00000
13328305,HAONAN LIU3,2025-02-12 02:02:08,1.00000
13328350,Nienchen Lee,2025-02-12 02:17:32,1.00000
13328640,Zhaosong Zhu,2025-02-12 03:53:18,1.00000
13328677,Yuqiao Zhu,2025-02-12 04:11:31,1.00000
13328687,Zehui Zhan,2025-02-12 04:16:54,1.00000
13328712,Amir Khan Mohammed,2025-02-12 04:26:25,1.00000
13328717,Fnu Mariya Fatima,2025-02-12 04:27:26,1.00000
13328720,Sree Lakshmi Vineetha ,2025-02-12 04:29:01,1.00000
13328729,Rui Chang1,2025-02-12 04:32:44,1.00000
13328792,Prasanna Tarun Teja,2025-02-12 04:56:49,1.00000
13328814,xinyhuuu,2025-02-12 05:02:58,1.00000
13328880,Vaishnavi Avinash Jamdade,2025-02-12 05:26:51,1.00000
13328940,Lilly Li #2,2025-02-12 05:47:37,1.00000
13328979,Jocelyn Novecia,2025-02-12 06:04:19,1.00000
13329097,Dinakar Kunduru,2025-02-12 06:29:40,1.00000
13329109,KHAJA OSMAN MOHAMMED,2025-02-12 06:32:39,1.00000
13329107,Xinyi Liu24,2025-02-12 06:32:52,1.00000
13329117,Mohammed mosaib,2025-02-12 06:34:11,1.00000
13329121,Imaan Fatima,2025-02-12 06:36:53,1.00000
13329129,Mohammad Salman,2025-02-12 06:39:33,1.00000
13329139,Hritik Dilawari,2025-02-12 06:40:47,1.00000
13329138,Ritesh Reddy Maddala,2025-02-12 06:41:14,1.00000
13329051,Yunsheng Duan,2025-02-12 06:41:57,1.00000
13329151,Sohail Mohamed23,2025-02-12 06:44:20,1.00000
13329157,DOLLY KRISHNA PRIYA,2025-02-12 06:45:11,1.00000
13329164,Shashank Reddy7,2025-02-12 06:47:22,1.00000
13329166,Rakesh Veldandi,2025-02-12 06:47:45,1.00000
13329171,rscruz24,2025-02-12 06:49:54,1.00000
13329186,Sravani repalli,2025-02-12 06:52:40,1.00000
13329203,Raghavendra kamineni,2025-02-12 06:55:43,1.00000
12656679,Patel Krushang,2025-02-12 07:01:26,1.00000
13329232,Maneesha Gouru,2025-02-12 07:03:37,1.00000
13329242,Marzia Fatima Syeda ,2025-02-12 07:05:43,1.00000
13329247,Mohammad Suhaibuddin,2025-02-12 07:07:28,1.00000
12656603,Muhammed Omaar,2025-02-12 07:10:50,1.00000
13329281,ColdMilkOnly,2025-02-12 07:15:25,1.00000
13329646,RayRayX,2025-02-12 08:42:10,1.00000
13329845,Shivansh Ranjan,2025-02-12 11:23:08,1.00000
10525712,Naoya #4,2025-02-12 11:53:55,1.00000
13330641,Joung Eun Choi,2025-02-12 13:00:45,1.00000
13331069,Reddy Venkata ram teja,2025-02-12 14:50:13,1.00000
13331300,Rohit Ghali,2025-02-12 15:35:46,1.00000
13331340,mingyu li,2025-02-12 15:41:20,1.00000
13331704,Hang Yang #3,2025-02-12 17:17:45,1.00000
13331743,harsha v,2025-02-12 17:24:05,1.00000
13331783,Sai Vamsi Nindra,2025-02-12 17:29:43,1.00000
13331869,Mahwish Barkat Ali,2025-02-12 17:57:41,1.00000
13331896,Kshitiz Thapa,2025-02-12 18:05:29,1.00000
13332081,Samantha #5,2025-02-12 18:56:48,1.00000
13332156,Jiarui Liu 126,2025-02-12 19:19:53,1.00000
13332294,yz_jasmine,2025-02-12 20:06:01,1.00000
13332303,QINHENG CHEN,2025-02-12 20:09:50,1.00000
13332457,Dan Zhao,2025-02-12 21:00:38,1.00000
13332510,Chenxin Tan,2025-02-12 21:16:48,1.00000
13332497,Geeta Kiran Pila,2025-02-12 21:17:11,1.00000
13332527,Rohitha Makani,2025-02-12 21:22:10,1.00000
13332557,Nimisha Thakur,2025-02-12 21:36:01,1.00000
13332566,Johnny Ning,2025-02-12 21:40:27,1.00000
13332565,FNU Sahil,2025-02-12 21:42:14,1.00000
13332575,hongen guan,2025-02-12 21:44:09,1.00000
13332580,michaelsqb,2025-02-12 21:46:19,1.00000
13332596,Ahmed Mujtaba Ali,2025-02-12 21:53:19,1.00000
13332617,Adwait More,2025-02-12 22:06:08,1.00000
13332644,Suha Shireen,2025-02-12 22:16:45,1.00000
13332652,Jingtong Gao,2025-02-12 22:20:49,1.00000
13332659,Manish Thakur #2,2025-02-12 22:23:10,1.00000
13332663,Chia I Lin,2025-02-12 22:24:17,1.00000
13332672,Sweshika Varma Guntumadugu,2025-02-12 22:27:20,1.00000
13332731,Tay Zhou,2025-02-12 22:47:30,1.00000
13332768,Aviva Hu,2025-02-12 23:03:13,1.00000
13332860,Peng Dengwu,2025-02-12 23:36:04,1.00000
13332871,Yi Ji #2,2025-02-12 23:42:21,1.00000
13332890,Liwei Lu,2025-02-12 23:51:40,1.00000
11322303,Fnu Abdul Raheem Khan,2025-02-13 00:12:16,1.00000
13332940,WsrSherry,2025-02-13 00:08:46,1.00000
13332950,Euphie Zhou,2025-02-13 00:13:44,1.00000
13332985,Zarif Sami,2025-02-13 00:29:56,1.00000
13333012,Lk19980824,2025-02-13 00:42:41,1.00000
13333029,Sijia Chen,2025-02-13 00:51:13,1.00000
13333042,Bingcong Ye,2025-02-13 00:58:52,1.00000
13333052,Zicheng Du,2025-02-13 01:01:41,1.00000
13333058,Yanyi_Liu_2420,2025-02-13 01:02:42,1.00000
13333087,Shreyas Ghiware,2025-02-13 01:18:03,1.00000
13333094,hgjshggbvg234~,2025-02-13 01:19:13,1.00000
13333102,Ralph Tirivanhu,2025-02-13 01:22:04,1.00000
13333111,Gulnaz-18,2025-02-13 01:29:37,1.00000
13333119,Wen Wang,2025-02-13 01:31:08,1.00000
13333120,ITChiang,2025-02-13 01:35:58,1.00000
13333141,Jingbo Jiang #2,2025-02-13 01:37:44,1.00000
13333155,Yue Zhu,2025-02-13 01:42:44,1.00000
13333163,Soham #5,2025-02-13 01:46:15,1.00000
13333168,Beckeay Ky,2025-02-13 02:00:27,1.00000
13333249,xtshi97,2025-02-13 02:08:44,1.00000
13333255,Hongyan Qu,2025-02-13 02:09:55,1.00000
13333272,BingHeng Lyu,2025-02-13 02:13:46,1.00000
13333284,Madhavi Thoutam,2025-02-13 02:18:01,1.00000
13333299,Sayantan Roy,2025-02-13 02:23:47,1.00000
13333308,Sai Vardhan Reddy Kasarla,2025-02-13 02:27:05,1.00000
13333313,Mengqi Chen,2025-02-13 02:30:18,1.00000
13333332,CamilaPon,2025-02-13 02:37:07,1.00000
13333364,feiyan zhang,2025-02-13 02:45:42,1.00000
13333367,RoyGRT,2025-02-13 02:46:48,1.00000
13333380,Luobin Xi,2025-02-13 02:48:22,1.00000
13333396,willa Z,2025-02-13 02:51:27,1.00000
13333405,Sunita Khadka,2025-02-13 02:53:41,1.00000
13333432,Chien-Yi Wang #2,2025-02-13 03:02:06,1.00000
13333450,Binh Quoc Thai Bui,2025-02-13 03:08:50,1.00000
13333456,Yanru Zhu,2025-02-13 03:11:04,1.00000
13333480,ES Durak,2025-02-13 03:18:17,1.00000
13333476,Alice Shao,2025-02-13 03:22:58,1.00000
13333447,hzz288,2025-02-13 03:30:08,1.00000
13333529,ChangxinXu666,2025-02-13 03:31:29,1.00000
13333533,Pingyuan Hong,2025-02-13 03:31:42,1.00000
13333554,WSYing,2025-02-13 03:42:58,1.00000
13333572,Xiangliang Liu,2025-02-13 03:45:45,1.00000
13333617,Xia Hua,2025-02-13 03:53:54,1.00000
13333643,Wayne Wilbourn,2025-02-13 04:04:21,1.00000
13333648,chengnongwu,2025-02-13 04:04:36,1.00000
13333655,Xinyi Li #3,2025-02-13 04:07:25,1.00000
13333664,ShivamTrine,2025-02-13 04:11:12,1.00000
521774,xinxintang,2025-02-13 04:14:07,1.00000
13333638,HAIKAI ZHAO,2025-02-13 05:32:49,1.00000
13333705,Akshar Korlepara,2025-02-13 04:26:50,1.00000
13333738,Dineshji25,2025-02-13 04:42:06,1.00000
13333739,Yamini Kurra,2025-02-13 04:42:42,1.00000
13334071,YimingWang0620,2025-02-13 06:22:47,1.00000
13334132,linhong,2025-02-13 06:38:51,1.00000
11605435,Yonathan Levy,2025-02-13 09:18:01,1.00000
13334855,Asutosh Srivastav,2025-02-13 10:04:39,1.00000
13334952,Liam Wang #2,2025-02-13 09:35:35,1.00000
13336817,mohammedhassan1999,2025-02-13 17:10:44,1.00000
13337304,Henrique Maria,2025-02-13 18:26:47,1.00000
13338283,Yanshu Cai,2025-02-13 22:49:28,1.00000
13338815,Abdul Basheer Mohammed,2025-02-14 01:25:12,1.00000
13339872,MohammedAdnank9,2025-02-14 05:29:54,1.00000
13339967,Jinhee Ham,2025-02-14 05:51:48,1.00000
11458507,LAUVF PITIPAK,2025-02-14 13:38:36,1.00000
13281111,amyxie1,2025-02-16 22:38:39,1.00000
13332863,Afrooz Haghbin,2025-02-28 22:11:46,1.00000
13344512,Rajratna Patil,2025-02-15 01:42:09,1.00000
13344749,vraj patel #2,2025-02-15 03:33:23,1.00000
13347832,HPRNUS,2025-02-15 17:41:21,1.00000
13348229,Kavitha Nandina,2025-02-15 20:34:52,1.00000
13348647,Danny Kuo,2025-02-16 00:48:43,1.00000
13348652,上方谷晴,2025-02-16 01:07:49,1.00000
13348765,Adloori Hrushyang,2025-02-16 01:57:07,1.00000
13348781,You-Hsin Chen,2025-02-16 02:02:54,1.00000
13348938,Shabana Khatoon,2025-02-16 03:28:35,1.00000
13349626,Shravya Mutyapu,2025-02-16 08:03:36,1.00000
13350883,Jiayi Dong,2025-02-16 14:15:25,1.00000
13351471,B Priyanka,2025-02-16 16:52:21,1.00000
13351826,KeerthiMekala,2025-02-16 18:39:50,1.00000
13351876,Peng Yuan Zhou,2025-02-16 18:57:41,1.00000
13351878,Shruti Gupta #6,2025-02-16 18:59:27,1.00000
13352022,Chutong Cao,2025-02-16 19:55:44,1.00000
13352105,Mask seal,2025-02-16 20:33:01,1.00000
13352170,guangchao zhu,2025-02-16 21:04:23,1.00000
13352338,Yashesh Pandya72,2025-02-16 22:17:10,1.00000
13352412,Milcarellano,2025-02-16 22:56:20,1.00000
13352549,Val Zhang 2024,2025-02-17 00:09:41,1.00000
3869445,Emma #2,2025-02-17 00:11:09,1.00000
13352584,sonali #2,2025-02-17 00:44:00,1.00000
13352667,Zhefan Ye,2025-02-17 01:12:36,1.00000
13352719,Bryan Yu,2025-02-17 01:42:25,1.00000
13352841,Minhanh2801,2025-02-17 02:35:24,1.00000
13352879,EffieSun,2025-02-17 02:46:36,1.00000
13353103,Wenjing HanDT,2025-02-17 03:58:20,1.00000
13353151,Kuzivakwashe D Hwema,2025-02-17 04:18:26,1.00000
13353198,Fazil Ali Syed,2025-02-17 04:31:43,1.00000
13353256,Eli Tulowitzky,2025-02-17 04:42:50,1.00000
13353312,Amisha Bhatta,2025-02-17 04:58:45,1.00000
13354589,Caocious,2025-02-17 10:50:54,1.00000
13357548,kosko budoor,2025-02-18 00:02:32,1.00000
13362587,SunChoi27,2025-02-19 04:48:48,1.00000
13361465,zf c666666,2025-02-19 06:21:37,1.00000
13363689,yuchao zhang #2,2025-02-19 04:56:01,1.00000
13372087,Samuel Bolufemi,2025-02-19 22:36:13,1.00000
13373102,Payton Rhodes,2025-02-20 04:37:22,1.00000
13375053,Agzam,2025-02-20 11:50:46,1.00000
13314893,lauchokyip1998,2025-02-20 16:59:15,1.00000
13380050,LianLiu,2025-02-21 07:22:14,1.00000
1468363,Junkyu Park,2025-02-22 13:45:47,1.00000
13388637,Datascience_engineering,2025-03-01 23:20:56,1.00000
13353278,seongeun #2,2025-02-23 22:15:12,1.00000
13369773,Amey Mohile,2025-02-24 06:36:08,1.00000
13331993,Iyed Djebbi,2025-02-25 14:52:53,1.00000
13401507,MiestoMeska,2025-02-25 21:08:33,1.00000
12990032,Muhammad Salman Anwar,2025-02-26 20:29:11,1.00000
13333595,Nithya Shree R,2025-03-02 13:08:47,1.00000
13206208,taoyang xu,2025-01-11 09:04:42,0.99760
13211214,Guramrit Singh,2025-01-12 18:40:59,0.99521
13286336,Nihal Kumar Sharma,2025-02-02 12:44:25,0.99282
12887910,Karan A. Patel,2025-01-16 14:43:24,0.99043
13265912,Eddy Lee #2,2025-01-29 08:55:22,0.99043
6339428,mshivanshu10,2025-02-09 14:20:17,0.99043
13169227,xoxoh0h0,2025-01-02 12:07:36,0.98803
13294868,[Deleted] ced80286-f287-471a-b278-66e7a31d402e,2025-02-20 14:24:54,0.98564
13197888,Muhammad Aref Rezvan Panah,2025-01-08 16:46:08,0.97607
13208338,Abhishek Verma #8,2025-01-12 15:36:45,0.97607
13210210,Aryan Chharia,2025-01-12 17:35:01,0.97607
13197870,Bahir saidi ,2025-01-08 17:05:53,0.96889
13211129,Shrihan Tayal,2025-01-12 17:31:23,0.96889
13209358,Gautam Deora 7,2025-01-12 05:29:08,0.96650
13211048,Stuti Goyal,2025-01-12 17:05:52,0.96411
13211045,Arnavagar,2025-01-12 17:29:25,0.96411
13210926,Samkit Jaina,2025-01-12 16:23:25,0.96172
13213409,Pranav Khurana 01170,2025-01-13 09:55:54,0.94976
13265593,Abd-alrhman,2025-01-28 18:51:03,0.94976
13374830,Sunny Guan,2025-03-02 04:53:47,0.94976
13210978,Manya Verma,2025-01-12 17:05:52,0.94736
13211014,Stavya Goel,2025-01-12 16:53:02,0.94258
13208645,Baneet Singh Sachdeva,2025-01-26 21:19:11,0.94258
13312765,Babandeep_kaur,2025-02-08 09:31:11,0.94258
13312769,Mehakdeep Kaur #2,2025-02-08 09:31:24,0.94258
13312850,Armaan Saini ,2025-02-08 09:50:15,0.94258
13211100,harshuldeep singh,2025-01-12 17:23:34,0.94019
13233611,Brianna Reynon,2025-02-03 18:42:15,0.94019
12643780,Marshal Patel3558,2025-02-01 09:51:29,0.94019
13422941,HarshalPatil3558,2025-03-01 19:37:00,0.94019
13211311,Pranjalitz,2025-01-12 18:51:22,0.93779
13257838,shin #6,2025-02-01 07:57:16,0.93301
13211622,Khushi Dahiya,2025-01-12 21:38:37,0.93062
13360303,Alex GUAN,2025-02-24 14:27:18,0.92583
13197732,Habibullah Farahmand,2025-01-08 15:56:21,0.92344
13203696,LEO SHAO,2025-01-11 08:36:49,0.90909
13211552,Nipun Jain #2,2025-01-12 20:47:39,0.90909
13357806,Kausthubh Budoor,2025-02-18 23:25:58,0.90191
13211155,anirudhgarg7,2025-01-12 17:41:09,0.89952
13211255,Nimisha Gujral,2025-02-08 06:42:30,0.89952
13211451,Sachet Singh Rawat,2025-01-12 20:19:23,0.89952
13210432,angad247,2025-01-12 21:40:14,0.89952
13211662,Madhav Bhardwaj,2025-01-12 22:11:49,0.89952
13211686,atithi,2025-01-12 22:29:07,0.89952
12993992,THE CODEBENDERS 🎓,2025-01-10 10:36:24,0.89473
13045031,Digital Multimeter,2025-01-10 15:22:35,0.89473
7454766,radaru,2025-02-12 10:10:25,0.89473
12668466, Duuuby,2025-02-23 08:53:35,0.89473
12586707,Aitbekov Alibek,2025-02-26 10:32:15,0.89473
13241170,Loïs Kindomba,2025-01-28 00:37:30,0.87320
9371565,miura kazuma,2025-01-15 16:25:47,0.86842
13213547,Nithiyanantham62,2025-01-24 05:03:34,0.86842
13237466,Benoit Henry,2025-01-24 06:56:42,0.85645
13267460,AAdel Aziza,2025-01-28 02:33:25,0.85406
13264905,Zizou AzizaA,2025-01-29 03:47:45,0.84928
13243913,Adelaziza Useni,2025-01-28 05:10:55,0.84928
13124468,charles l,2025-01-08 09:00:37,0.83971
13362697,Kosko sriperumbudoor,2025-02-18 23:28:10,0.83732
13266893,Brianna L. Reynon,2025-01-28 00:10:54,0.83014
13183340,zzczzz,2025-01-16 13:52:17,0.82775
13322863,Logan Townsend,2025-02-24 23:12:30,0.82296
13172371,yuxiaohui24120904,2025-01-01 08:56:04,0.82057
13172689,yuxiaohui,2025-01-01 14:28:07,0.82057
13173372,yuxiaohui01,2025-01-01 14:58:10,0.81818
13286689,Melody Jansen,2025-02-03 16:04:13,0.81818
13295043,Macbucheron,2025-02-05 12:59:11,0.81818
5167083,Tys TANA,2025-01-22 08:54:24,0.81578
13180483,Milkeye Kokuto,2025-01-03 15:27:19,0.81578
13140531,ArunSuresh123,2025-01-10 03:56:45,0.81578
12408084,Zkerrr_z,2025-01-10 13:13:12,0.81578
13217468,wujiangbin,2025-01-14 10:10:34,0.81578
13182428,Chaknith Bin,2025-01-16 13:25:19,0.81578
13225799,YJ KIM #2,2025-02-07 05:50:36,0.81578
13219849,HAIL_MMM.u2(2025),2025-02-07 15:14:40,0.81578
13225631,test12yunji,2025-02-07 15:13:42,0.81578
13213654,Martin Rajniak,2025-01-20 21:55:42,0.81578
13213022,gengen33,2025-01-22 20:38:36,0.81578
9734193,Andries Danu,2025-01-24 07:22:43,0.81578
13194348,Ben Thomas #3,2025-02-05 08:46:55,0.81578
13355949,youelene za,2025-02-21 09:01:47,0.81578
13315462,jmacd745,2025-02-18 17:51:47,0.81578
13348716,Wake,2025-02-18 02:48:22,0.81578
11921363,Ashley L,2025-02-20 15:19:47,0.81578
12075696,Andrey6158,2025-02-25 13:51:46,0.81578
13411518,DavidDDD1210,2025-03-02 10:57:44,0.81578
13164108,ZZY-SHT-ZYX-SYB,2025-01-04 13:36:42,0.81339
2301121,Fabiano Calado,2025-01-07 14:57:20,0.81339
13206985,navin17s,2025-01-15 13:15:40,0.81339
13211330,Madhav_Garg_90,2025-02-17 00:36:56,0.81339
13211387,Udit Gupta #2,2025-01-13 18:45:18,0.81339
13217652,vigkrishna007,2025-01-14 11:16:51,0.81339
13209235,icando55,2025-01-15 05:55:26,0.81339
13229739,Omotosho Quadri,2025-01-20 13:32:37,0.81339
13192830,Samarth Pujari,2025-01-23 05:53:48,0.81339
13222179,SebasKHE,2025-01-23 23:39:16,0.81339
12845472,Juan José Di Noto,2025-01-24 22:40:36,0.81339
13260292,Kang #6,2025-01-26 16:23:29,0.81339
13289296,while_ true_effort,2025-02-04 07:15:38,0.81339
13294748,Submission_JOO,2025-02-05 13:53:39,0.81339
13294929,Submission2_JOO,2025-02-04 12:59:23,0.81339
13295117,hide3222,2025-02-04 13:59:01,0.81339
13295400,ggle2ka,2025-02-05 13:51:50,0.81339
13293656,Kaggle_JOO,2025-02-05 13:39:42,0.81339
12859990,Nijntje252,2025-02-09 07:49:15,0.81339
13307161,Changmin Lee #2,2025-02-10 00:35:03,0.81339
13320224,sohee_sama,2025-02-11 11:56:14,0.81339
13320250,michael rowen,2025-02-21 09:31:46,0.81339
13331354,parvnarula,2025-02-12 15:43:19,0.81339
13331947,Aditya Bayhaqie,2025-02-13 04:47:11,0.81339
13348502,sreeteja,2025-02-17 03:38:16,0.81339
13240599,liux liux liux,2025-02-17 04:21:07,0.81339
13035909,Ns Noman,2025-02-17 17:20:58,0.81339
13386676,hurk234,2025-02-22 15:01:50,0.81339
11624767,Rose Beltran,2025-03-02 02:33:33,0.81339
3071071,heyhou,2025-02-26 13:37:19,0.81339
13389508,bottom364,2025-03-02 04:44:35,0.81339
13389507,MrrrrS,2025-03-01 02:43:33,0.81339
9554050,小山健斗,2025-01-29 23:30:01,0.81100
13014016,guoyubin,2025-01-12 11:54:43,0.81100
11056839,Mariyam Al Shatta,2025-01-19 17:45:16,0.81100
13236267,102217164_Ayush_Mahajan,2025-01-19 20:46:27,0.81100
13234345,mcwon2143,2025-02-07 10:42:38,0.81100
13241760,4_林偉琦,2025-01-21 08:18:58,0.81100
13248996,KjartanBrj,2025-01-31 16:23:49,0.81100
13249293,Dorjpurev.B,2025-01-27 09:42:11,0.81100
12477455,VladislavLassa,2025-01-29 18:39:10,0.81100
13229487,Gavrilis Christofidis,2025-01-30 13:49:54,0.81100
13285055,CS3 - Team 2,2025-02-02 15:51:13,0.81100
13268058,Do1ma Sherpa,2025-02-03 02:08:47,0.81100
13299993,oneraise5385,2025-02-23 08:06:13,0.81100
13341520,koki mita,2025-02-19 01:14:16,0.81100
13361645,Amir Hassala,2025-02-19 03:40:30,0.81100
13363862,Seungyeon Isla Lee,2025-02-19 06:13:30,0.81100
13390689,KAICHIEHLIU,2025-02-24 07:15:26,0.81100
13407328,Nick Mosquera,2025-02-26 23:45:45,0.81100
13389505,liu kai chieh,2025-03-02 06:03:14,0.81100
13192239,xyj2024110222,2025-01-07 07:38:58,0.80861
2650632,abramc,2025-02-28 02:03:03,0.80861
13118762,NNXzzx,2025-01-10 14:19:59,0.80861
5999708,ChromaticRain,2025-01-11 01:43:38,0.80861
13192549,avspaendonck,2025-01-14 16:48:28,0.80861
9720747,AugustinJ7698,2025-01-16 06:40:05,0.80861
12731370,IvanSanachev,2025-01-21 12:03:56,0.80861
13294781,Tanguy Rousse,2025-02-05 12:14:41,0.80861
13277354,Yiwei Li,2025-02-09 08:00:43,0.80861
127282,Comalf,2025-02-13 20:34:20,0.80861
10136353,302458-พงศ์เทพ,2025-02-15 15:35:03,0.80861
13049727,Stephen Mod,2025-01-13 00:35:30,0.80622
13062002,Poliedro Rajonchez,2025-01-06 18:14:20,0.80622
13065840,Keltiber,2025-01-06 18:15:28,0.80622
13040789,SIE_INFADE_avelgar_jsaicel,2025-01-06 18:15:53,0.80622
13189867,Yuki Maeda,2025-01-08 05:34:50,0.80622
13198648,Aditya Rao #4,2025-01-08 22:28:08,0.80622
12947875,Code Titans,2025-01-09 16:00:41,0.80622
13179779,Kavehnasirilari,2025-01-13 19:36:42,0.80622
